Customer ID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,FirstPurchase,LastPurchase,AvgOrderValue,CustomerLifespan,Churned,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Label,PCA1,PCA2,DBSCAN_Cluster,DBSCAN_Label,Churn_Probability,Churn_Risk
12356.0,23,6,6371.73,3416,104,2010-10-11 09:42:00,2011-11-17 08:40:00,1061.96,401,0,4,4,5,13,Champions,1,Regular Buyers,0.4474641458994197,-0.7003027801981011,0,Cluster 0,0.37611943,Medium
12357.0,33,2,17437.66,6586,260,2010-11-16 10:05:00,2011-11-06 16:07:00,8718.83,355,0,4,2,5,11,Recent,1,Regular Buyers,0.7362202093347133,-0.4147904368643569,0,Cluster 0,0.3485536,Medium
12358.0,2,5,3887.07,1079,56,2009-12-08 07:59:00,2011-12-08 10:26:00,777.41,730,0,5,4,5,14,Champions,1,Regular Buyers,0.31401192167576386,-0.8673266456361686,0,Cluster 0,0.014473391,Low
12359.0,58,10,8873.39,2739,305,2009-12-05 13:32:00,2011-10-13 12:47:00,887.34,676,0,4,5,5,14,Champions,1,Regular Buyers,0.7161965923742583,-0.4392776190277629,0,Cluster 0,0.007463889,Low
12360.0,52,8,4252.89,2459,160,2010-02-22 09:32:00,2011-10-18 15:22:00,531.61,603,0,4,4,5,13,Champions,1,Regular Buyers,0.40562337813208615,-0.6053604139115829,0,Cluster 0,0.113167,Low
12361.0,287,4,511.25,235,18,2010-01-26 14:37:00,2011-02-25 13:51:00,127.81,394,1,2,3,2,7,Potential,0,Lost Customers,-0.37036262028517636,0.29451315852836174,0,Cluster 0,0.4714289,Medium
12362.0,3,11,5356.23,2230,201,2009-12-01 10:10:00,2011-12-06 15:40:00,486.93,735,0,5,5,5,15,Champions,1,Regular Buyers,0.6964122025863161,-0.7618069160512634,0,Cluster 0,0.012300555,Low
12363.0,110,2,552.0,408,23,2011-04-11 13:29:00,2011-08-22 10:18:00,276.0,132,1,3,2,2,7,Potential,1,Regular Buyers,-0.17901457779416072,-0.5074597285944734,0,Cluster 0,0.7457091,High
12364.0,8,4,1313.1,1506,70,2011-08-19 15:24:00,2011-12-02 10:22:00,328.28,104,0,5,3,4,12,Loyal,1,Regular Buyers,0.1314511822245129,-0.9173715332285852,0,Cluster 0,0.50330013,Medium
12365.0,291,2,641.38,174,22,2011-02-21 13:51:00,2011-02-21 14:04:00,320.69,0,1,2,2,3,7,At Risk,0,Lost Customers,-0.4761511014331597,0.2943693807349056,0,Cluster 0,0.7579323,High
12366.0,634,1,500.24,296,3,2010-03-16 10:28:00,2010-03-16 10:28:00,500.24,0,1,1,1,2,4,At Risk,0,Lost Customers,-1.10630420502767,1.7953243941706847,0,Cluster 0,0.7517875,High
12367.0,4,1,168.9,173,11,2011-12-05 16:48:00,2011-12-05 16:48:00,168.9,0,0,5,1,1,7,Recent,1,Regular Buyers,-0.07301543415685054,-0.9960912442058305,0,Cluster 0,0.73761564,High
12368.0,628,1,917.7,330,18,2010-03-21 15:56:00,2010-03-21 15:56:00,917.7,0,1,1,1,3,5,At Risk,0,Lost Customers,-1.076858074089412,1.7795204805959974,0,Cluster 0,0.72109103,High
12369.0,413,3,1791.15,1241,90,2010-03-08 08:09:00,2010-10-22 13:13:00,597.05,228,1,1,3,4,8,Potential,0,Lost Customers,-0.5730495275157802,0.8733291837800566,0,Cluster 0,0.55065626,Medium
12370.0,51,7,4316.56,2604,168,2010-02-09 09:41:00,2011-10-19 14:51:00,616.65,617,0,4,4,5,13,Champions,1,Regular Buyers,0.3576580811985859,-0.6187200725520455,0,Cluster 0,0.13013868,Low
12371.0,45,5,4067.38,1436,134,2010-03-04 18:23:00,2011-10-26 10:16:00,813.48,600,0,4,4,5,13,Champions,1,Regular Buyers,0.2508361608622312,-0.67275950328343,0,Cluster 0,0.11987046,Low
12372.0,72,3,1298.04,794,34,2011-02-16 12:46:00,2011-09-29 12:12:00,432.68,224,0,3,3,4,10,Loyal,1,Regular Buyers,-0.028386387548652317,-0.6456221910692785,0,Cluster 0,0.6132626,High
12373.0,311,3,1127.65,516,36,2010-02-04 12:08:00,2011-02-01 13:10:00,375.88,362,1,2,3,3,8,Potential,0,Lost Customers,-0.43418103986028117,0.40575423182422193,0,Cluster 0,0.48425815,Medium
12374.0,25,4,2989.2200000000003,1362,79,2010-04-30 14:01:00,2011-11-14 15:37:00,747.3,563,0,4,3,5,12,Loyal,1,Regular Buyers,0.18127755547423186,-0.7993153660598764,0,Cluster 0,0.32961458,Medium
12375.0,11,2,457.5,178,14,2011-09-02 14:23:00,2011-11-29 10:36:00,228.75,87,0,5,2,2,9,Recent,1,Regular Buyers,-0.01861843641784995,-0.9471983594056821,0,Cluster 0,0.7401361,High
12376.0,390,2,503.15,240,11,2010-10-18 08:42:00,2010-11-15 12:15:00,251.58,28,1,2,2,2,6,At Risk,0,Lost Customers,-0.6473950047282275,0.7281427991756643,0,Cluster 0,0.6413149,High
12377.0,315,4,3426.32,2105,129,2010-04-29 15:34:00,2011-01-28 15:45:00,856.58,274,1,2,3,5,10,Potential,0,Lost Customers,-0.2810988426138509,0.4929161547727322,0,Cluster 0,0.49207458,Medium
12378.0,130,2,5416.32,3316,281,2010-05-26 14:07:00,2011-08-02 10:34:00,2708.16,432,1,3,2,5,10,Potential,1,Regular Buyers,0.014422799056524415,-0.2944332900354328,0,Cluster 0,0.46315175,Medium
12379.0,82,4,1620.22,815,58,2010-06-23 12:49:00,2011-09-19 10:09:00,405.06,452,0,3,3,4,10,Loyal,1,Regular Buyers,0.022581839356779942,-0.5826165876140263,0,Cluster 0,0.58524984,Medium
12380.0,22,10,8167.65,3354,155,2010-02-15 12:05:00,2011-11-18 11:27:00,816.76,640,0,4,5,5,14,Champions,1,Regular Buyers,0.7432289847576857,-0.6163909398405176,0,Cluster 0,0.064254455,Low
12381.0,5,5,1845.31,808,70,2011-08-12 09:57:00,2011-12-05 12:44:00,369.06,115,0,5,4,4,13,Champions,1,Regular Buyers,0.21384962177214362,-0.9064079451174896,0,Cluster 0,0.54397136,Medium
12383.0,185,5,1850.56,1532,84,2010-12-22 14:28:00,2011-06-08 08:02:00,370.11,167,1,3,4,4,11,Loyal,1,Regular Buyers,-0.08554362417646581,-0.1111525494353705,0,Cluster 0,0.46580356,Medium
12384.0,29,2,585.27,126,26,2011-08-10 11:23:00,2011-11-11 08:39:00,292.64,92,0,4,2,2,8,Recent,1,Regular Buyers,-0.042626753126524176,-0.8644113432419392,0,Cluster 0,0.8091009,High
12385.0,379,1,1938.4,612,65,2010-11-25 15:14:00,2010-11-25 15:14:00,1938.4,0,1,2,1,4,7,At Risk,0,Lost Customers,-0.6147831282692867,0.7057653747940144,0,Cluster 0,0.75700843,High
12386.0,338,2,401.9,354,10,2010-12-08 09:53:00,2011-01-06 12:37:00,200.95,29,1,2,2,2,6,At Risk,0,Lost Customers,-0.5655522860610379,0.49584603943969224,0,Cluster 0,0.62447745,High
12387.0,415,1,143.94,134,9,2010-10-20 16:27:00,2010-10-20 16:27:00,143.94,0,1,1,1,1,3,At Risk,0,Lost Customers,-0.7583521697709039,0.8187948904737843,0,Cluster 0,0.79412663,High
12388.0,16,8,3901.11,2001,83,2010-05-06 12:54:00,2011-11-24 12:30:00,487.64,566,0,5,4,5,14,Champions,1,Regular Buyers,0.449154175571859,-0.7734012190596425,0,Cluster 0,0.3109713,Medium
12389.0,403,3,1433.33,614,41,2010-02-22 10:15:00,2010-11-02 11:52:00,477.78,253,1,2,3,4,9,Potential,0,Lost Customers,-0.5730812978018438,0.8199843511654255,0,Cluster 0,0.6890498,High
12390.0,80,1,549.84,353,32,2011-09-21 09:33:00,2011-09-21 09:33:00,549.84,0,0,3,1,2,6,Potential,1,Regular Buyers,-0.18177326870754737,-0.6506095074685615,0,Cluster 0,0.68855315,High
12391.0,22,6,2724.84,1204,241,2010-02-15 10:12:00,2011-11-18 12:07:00,454.14,641,0,4,4,4,12,Champions,1,Regular Buyers,0.2791438638696584,-0.7981952753730763,0,Cluster 0,0.05661541,Low
12392.0,591,1,234.75000000000003,73,7,2010-04-27 14:04:00,2010-04-27 14:04:00,234.75,0,1,1,1,1,3,At Risk,0,Lost Customers,-1.0470987632973654,1.5985739630725548,0,Cluster 0,0.7976756,High
12393.0,72,6,2399.4500000000003,1311,63,2010-10-07 13:49:00,2011-09-28 15:41:00,399.91,356,0,3,4,4,11,Loyal,1,Regular Buyers,0.18074436829016838,-0.5856686025469595,0,Cluster 0,0.45426193,Medium
12394.0,64,2,1272.48,819,26,2011-05-06 14:01:00,2011-10-07 08:08:00,636.24,153,0,3,2,4,9,Potential,1,Regular Buyers,-0.0688581907608655,-0.6921903115437174,0,Cluster 0,0.6221597,High
12395.0,19,15,4721.17,3205,145,2010-04-16 10:16:00,2011-11-20 15:21:00,314.74,583,0,5,5,5,15,Champions,1,Regular Buyers,0.8505676609172765,-0.6651099252683047,0,Cluster 0,0.1545861,Low
12396.0,674,1,931.43,591,65,2010-02-03 13:22:00,2010-02-03 13:22:00,931.43,0,1,1,1,3,5,At Risk,0,Lost Customers,-1.1527922496399994,1.9830699462612995,0,Cluster 0,0.69376504,High
12397.0,36,2,2409.9,1263,110,2011-07-27 14:21:00,2011-11-04 09:52:00,1204.95,99,0,4,2,4,10,Recent,1,Regular Buyers,0.030768362415330142,-0.7867220257053064,0,Cluster 0,0.56063175,Medium
12398.0,46,1,1635.66,1394,85,2011-10-25 10:27:00,2011-10-25 10:27:00,1635.66,0,0,4,1,4,9,Recent,1,Regular Buyers,-0.07456390778139009,-0.7729678332432661,0,Cluster 0,0.5885982,Medium
12399.0,119,7,1962.3,2198,67,2010-03-05 08:45:00,2011-08-12 13:15:00,280.33,525,1,3,4,4,11,Loyal,1,Regular Buyers,0.13472727116853994,-0.37868424033444437,0,Cluster 0,0.48239678,Medium
12400.0,414,1,205.25,91,11,2010-10-21 13:45:00,2010-10-21 13:45:00,205.25,0,1,1,1,1,3,At Risk,0,Lost Customers,-0.7538297983089162,0.8159490180466432,0,Cluster 0,0.798912,High
12401.0,303,1,84.3,11,5,2011-02-09 13:50:00,2011-02-09 13:50:00,84.3,0,1,2,1,1,4,At Risk,0,Lost Customers,-0.5746906524958687,0.32252437944955065,0,Cluster 0,0.879302,High
12402.0,323,6,1256.9,584,43,2010-02-07 12:41:00,2011-01-20 13:49:00,209.48,347,1,2,4,4,10,Frequent,0,Lost Customers,-0.29033943003723717,0.4937979843423878,0,Cluster 0,0.53981036,Medium
12403.0,50,2,1019.36,260,5,2010-07-06 11:39:00,2011-10-21 10:51:00,509.68,471,0,4,2,3,9,Recent,1,Regular Buyers,-0.05735117540978943,-0.760520880876508,0,Cluster 0,0.69416684,High
12404.0,682,1,63.24,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00,63.24,0,1,1,1,1,3,At Risk,0,Lost Customers,-1.2065766359981007,1.996155662564766,0,Cluster 0,0.93524677,High
12405.0,149,1,1710.39,857,54,2011-07-14 08:52:00,2011-07-14 08:52:00,1710.39,0,1,3,1,4,8,Potential,1,Regular Buyers,-0.24254016844430532,-0.31606658483639005,0,Cluster 0,0.69141847,High
12406.0,22,5,6390.36,3416,114,2010-01-11 14:04:00,2011-11-17 19:22:00,1278.07,675,0,4,4,5,13,Champions,1,Regular Buyers,0.3973994926439118,-0.7148168803165214,0,Cluster 0,0.011025118,Low
12407.0,50,5,1708.12,1416,57,2011-03-20 13:21:00,2011-10-21 10:11:00,341.62,214,0,4,4,4,12,Champions,1,Regular Buyers,0.13254557984562956,-0.7111441190833013,0,Cluster 0,0.4690041,Medium
12408.0,33,8,4340.77,2229,104,2010-07-29 13:27:00,2011-11-07 12:27:00,542.6,465,0,4,4,5,13,Champions,1,Regular Buyers,0.4413479973582242,-0.6870373411856823,0,Cluster 0,0.44249257,Medium
12409.0,79,7,23419.29,13143,177,2010-05-23 15:21:00,2011-09-22 10:38:00,3345.61,486,0,3,4,5,12,Loyal,1,Regular Buyers,1.2014437585037623,-0.0054035297917900535,0,Cluster 0,0.36108088,Medium
12410.0,309,3,1013.71,341,36,2010-07-25 13:26:00,2011-02-04 10:39:00,337.9,193,1,2,3,3,8,Potential,0,Lost Customers,-0.4361625787199227,0.3939991060635087,0,Cluster 0,0.670535,High
12411.0,410,1,346.9,138,22,2010-10-26 09:25:00,2010-10-26 09:25:00,346.9,0,1,2,1,2,5,At Risk,0,Lost Customers,-0.7405687387797213,0.8019103642017191,0,Cluster 0,0.77000874,High
12412.0,75,6,2596.93,1997,82,2010-06-18 13:22:00,2011-09-26 10:16:00,432.82,464,0,3,4,4,11,Loyal,1,Regular Buyers,0.18495512901026423,-0.5673548857071921,0,Cluster 0,0.5594341,Medium
12413.0,67,4,999.45,319,41,2010-11-02 13:26:00,2011-10-04 09:00:00,249.86,335,0,3,3,3,9,Loyal,1,Regular Buyers,0.01861700130553737,-0.6647879054038138,0,Cluster 0,0.6620417,High
12414.0,217,6,952.41,495,21,2010-09-02 12:22:00,2011-05-06 14:51:00,158.73,246,1,2,4,3,9,Frequent,1,Regular Buyers,-0.1280785309397643,0.01775563519457934,0,Cluster 0,0.65754175,High
12415.0,24,28,143824.77,90295,498,2010-06-30 08:30:00,2011-11-15 14:22:00,5136.6,503,0,4,5,5,14,Champions,2,VIP Buyers,8.009762366782413,3.059872322668053,-1,Outlier,0.2349314,Low
12416.0,657,1,202.56,132,11,2010-02-21 10:19:00,2010-02-21 10:19:00,202.56,0,1,1,1,1,3,At Risk,0,Lost Customers,-1.1584664187151703,1.8892931905045658,0,Cluster 0,0.75965714,High
12417.0,3,20,6797.41,2884,270,2009-12-06 10:30:00,2011-12-06 14:52:00,339.87,730,0,5,5,5,15,Champions,4,Loyal High Spenders,1.236965975526487,-0.6296988635284659,0,Cluster 0,0.00632864,Low
12418.0,113,4,2021.2,1088,90,2010-03-19 14:47:00,2011-08-19 11:08:00,505.3,517,1,3,3,4,10,Loyal,1,Regular Buyers,-0.010332423807438037,-0.435401403801326,0,Cluster 0,0.4733783,Medium
12419.0,386,2,503.01,231,23,2010-10-22 10:40:00,2010-11-19 10:04:00,251.5,27,1,2,2,2,6,At Risk,0,Lost Customers,-0.6407429090733098,0.7104698589817259,0,Cluster 0,0.63993114,High
12420.0,64,1,600.39,345,29,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39,0,0,3,1,2,6,Potential,1,Regular Buyers,-0.15278260141607797,-0.7199912437341374,0,Cluster 0,0.6930434,High
12421.0,16,6,1098.6,652,44,2010-07-22 13:57:00,2011-11-24 09:07:00,183.1,489,0,5,4,3,12,Champions,1,Regular Buyers,0.21333123558751618,-0.8663822273248063,0,Cluster 0,0.48277858,Medium
12422.0,96,16,4569.55,2595,137,2009-12-18 12:44:00,2011-09-05 09:48:00,285.6,625,1,3,5,5,13,Loyal,1,Regular Buyers,0.7679197239700153,-0.31828687057884025,0,Cluster 0,0.11354416,Low
12423.0,1,10,2622.39,1793,128,2010-08-31 09:31:00,2011-12-09 10:10:00,262.24,465,0,5,5,4,14,Champions,1,Regular Buyers,0.5197170160028672,-0.8512882105739028,0,Cluster 0,0.26235956,Low
12424.0,163,4,3340.03,2025,78,2010-06-09 15:15:00,2011-06-30 12:06:00,835.01,385,1,3,3,5,11,Loyal,1,Regular Buyers,-0.03209329479165176,-0.18073095284715682,0,Cluster 0,0.47494507,Medium
12425.0,78,2,1741.41,1147,87,2010-09-17 14:10:00,2011-09-22 17:31:00,870.7,370,0,3,2,4,9,Potential,1,Regular Buyers,-0.07030610114186056,-0.6183282143388567,0,Cluster 0,0.39542842,Medium
12426.0,195,2,1345.21,584,73,2010-02-15 08:41:00,2011-05-29 12:26:00,672.6,468,1,2,2,4,8,At Risk,1,Regular Buyers,-0.28353802158190783,-0.1116548635644478,0,Cluster 0,0.6265933,High
12427.0,22,3,825.8,533,26,2010-12-03 10:44:00,2011-11-18 08:56:00,275.27,349,0,4,3,3,10,Loyal,1,Regular Buyers,0.03283483131851803,-0.8785932945362332,0,Cluster 0,0.58903915,Medium
12428.0,26,9,7956.46,3536,258,2011-03-01 09:33:00,2011-11-14 08:22:00,884.05,257,0,4,5,5,14,Champions,1,Regular Buyers,0.6741289309104375,-0.6147089750123156,0,Cluster 0,0.36972958,Medium
12429.0,9,8,6204.41,2890,124,2010-06-11 13:28:00,2011-11-30 17:22:00,775.55,537,0,5,4,5,14,Champions,1,Regular Buyers,0.5681657194950269,-0.7452856163008579,0,Cluster 0,0.3418438,Medium
12430.0,43,1,256.4,117,11,2011-10-27 15:09:00,2011-10-27 15:09:00,256.4,0,0,4,1,1,6,Recent,1,Regular Buyers,-0.13385853427018216,-0.8215723105142226,0,Cluster 0,0.76000667,High
12431.0,36,27,10432.22,4600,244,2010-01-15 09:04:00,2011-11-04 11:55:00,386.38,658,0,4,5,5,14,Champions,4,Loyal High Spenders,1.7196379193754885,-0.31674124682323457,0,Cluster 0,0.006098279,Low
12432.0,43,4,4359.32,1800,106,2011-06-20 13:27:00,2011-10-28 11:43:00,1089.83,129,0,4,3,5,12,Loyal,1,Regular Buyers,0.2151753963925476,-0.6846856038634715,0,Cluster 0,0.46061996,Medium
12433.0,1,10,16794.14,13534,285,2010-08-20 09:23:00,2011-12-09 10:02:00,1679.41,476,0,5,5,5,15,Champions,1,Regular Buyers,1.1802754741824943,-0.4880454038410895,0,Cluster 0,0.27399227,Low
12434.0,85,3,1103.43,532,62,2010-11-23 13:38:00,2011-09-16 12:38:00,367.81,296,0,3,3,3,9,Loyal,1,Regular Buyers,-0.05909785963833391,-0.5931849384340452,0,Cluster 0,0.67415893,High
12435.0,80,6,13925.93,4958,88,2009-12-02 13:58:00,2011-09-21 09:06:00,2320.99,657,0,3,4,5,12,Loyal,1,Regular Buyers,0.704687087253942,-0.25488925494693504,0,Cluster 0,0.010990637,Low
12436.0,100,1,509.01,211,16,2011-09-01 12:09:00,2011-09-01 12:09:00,509.01,0,1,3,1,2,6,Potential,1,Regular Buyers,-0.216969498937131,-0.5633092815117372,0,Cluster 0,0.7378409,High
12437.0,2,39,12683.4,8000,273,2009-12-02 16:24:00,2011-12-08 11:35:00,325.22,735,0,5,5,5,15,Champions,4,Loyal High Spenders,2.5123378368923945,-0.2823383630956197,0,Cluster 0,0.005050357,Low
12438.0,14,2,2906.85,1180,84,2011-07-22 13:29:00,2011-11-25 13:28:00,1453.42,125,0,5,2,5,12,Recent,1,Regular Buyers,0.09055408098162267,-0.8711659007593333,0,Cluster 0,0.6405754,High
12439.0,683,2,1142.88,478,69,2009-12-14 08:40:00,2010-01-26 12:11:00,571.44,43,1,1,2,3,6,At Risk,0,Lost Customers,-1.1053205958027343,2.038820038926448,0,Cluster 0,0.61293143,High
12440.0,462,2,859.2,331,21,2009-12-22 12:03:00,2010-09-03 13:11:00,429.6,255,1,1,2,3,6,At Risk,0,Lost Customers,-0.7506543641606338,1.0553172167984917,0,Cluster 0,0.7251939,High
12441.0,367,1,173.55,121,11,2010-12-08 10:45:00,2010-12-08 10:45:00,173.55,0,1,2,1,1,4,At Risk,0,Lost Customers,-0.6770685658880098,0.6075216168908676,0,Cluster 0,0.78619194,High
12442.0,3,1,172.06,182,12,2011-12-06 14:22:00,2011-12-06 14:22:00,172.06,0,0,5,1,1,7,Recent,1,Regular Buyers,-0.07120348831930197,-1.0004275867027592,0,Cluster 0,0.6948538,High
12443.0,732,1,485.31,182,21,2009-12-07 15:42:00,2009-12-07 15:42:00,485.31,0,1,1,1,2,4,At Risk,0,Lost Customers,-1.2701363252621432,2.2278408351047863,0,Cluster 0,0.7370451,High
12444.0,21,5,5005.46,1153,138,2011-06-21 14:00:00,2011-11-18 13:23:00,1001.09,149,0,4,4,5,13,Champions,1,Regular Buyers,0.33451266991294815,-0.7547312431929762,0,Cluster 0,0.4351908,Medium
12445.0,22,2,434.98,206,24,2010-10-15 12:28:00,2011-11-17 18:43:00,217.49,398,0,4,2,2,8,Recent,1,Regular Buyers,-0.03797932283822504,-0.8991848627278712,0,Cluster 0,0.43649825,Medium
12446.0,58,1,1002.31,351,57,2011-10-13 12:50:00,2011-10-13 12:50:00,1002.31,0,0,4,1,3,8,Recent,1,Regular Buyers,-0.12406080434202964,-0.7361934703764863,0,Cluster 0,0.6940724,High
12447.0,243,1,476.49,190,26,2011-04-10 13:25:00,2011-04-10 13:25:00,476.49,0,1,2,1,2,5,At Risk,1,Regular Buyers,-0.4565309937776898,0.06753650945219453,0,Cluster 0,0.72840285,High
12448.0,44,1,449.45,243,22,2011-10-26 13:46:00,2011-10-26 13:46:00,449.45,0,0,4,1,2,7,Recent,1,Regular Buyers,-0.1265249493807969,-0.8122068169873189,0,Cluster 0,0.72895813,High
12449.0,22,6,4835.89,2282,125,2010-09-27 09:37:00,2011-11-17 13:46:00,805.98,416,0,4,4,5,13,Champions,1,Regular Buyers,0.37754186927760747,-0.74408595738812,0,Cluster 0,0.3878806,Medium
12450.0,156,5,688.2,442,31,2010-08-22 13:11:00,2011-07-06 14:41:00,137.64,318,1,3,4,3,10,Loyal,1,Regular Buyers,-0.09144730207666597,-0.2690483471517862,0,Cluster 0,0.6573898,High
12451.0,11,8,12669.88,9359,352,2010-06-28 12:58:00,2011-11-29 08:40:00,1583.74,518,0,5,4,5,14,Champions,1,Regular Buyers,0.8661979834861199,-0.5707314301384535,0,Cluster 0,0.2901337,Low
12452.0,17,2,430.57,185,21,2011-11-23 08:05:00,2011-11-23 10:28:00,215.28,0,0,5,2,2,9,Recent,1,Regular Buyers,-0.029861600561400675,-0.9213845872522471,0,Cluster 0,0.69630206,High
12453.0,134,1,707.09,473,43,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09,0,1,3,1,3,7,Potential,1,Regular Buyers,-0.2643350858440724,-0.4080427094326414,0,Cluster 0,0.64725065,High
12454.0,56,5,16679.78,7703,24,2010-10-14 17:33:00,2011-10-14 17:13:00,3335.96,364,0,4,4,5,13,Champions,1,Regular Buyers,0.8204006558818996,-0.300894414272664,0,Cluster 0,0.4138168,Medium
12455.0,73,10,5879.95,3302,199,2009-12-18 12:33:00,2011-09-27 15:31:00,588.0,648,0,3,5,5,13,Loyal,1,Regular Buyers,0.5516997383170886,-0.4497438219761904,0,Cluster 0,0.007271199,Low
12456.0,44,3,3181.04,1633,105,2011-03-30 09:12:00,2011-10-26 14:41:00,1060.35,210,0,4,3,5,12,Loyal,1,Regular Buyers,0.10599234339313796,-0.7210435926834509,0,Cluster 0,0.4974188,Medium
12457.0,66,8,2995.91,1094,63,2010-09-30 17:59:00,2011-10-04 13:13:00,374.49,368,0,3,4,5,12,Loyal,1,Regular Buyers,0.3237291962209836,-0.5757359297445072,0,Cluster 0,0.33972743,Medium
12458.0,71,4,1777.49,986,71,2010-08-09 10:33:00,2011-09-29 15:25:00,444.37,416,0,3,3,4,10,Loyal,1,Regular Buyers,0.0482235486987917,-0.6271762435024325,0,Cluster 0,0.5078408,Medium
12459.0,605,1,454.36,258,23,2010-04-13 14:53:00,2010-04-13 14:53:00,454.36,0,1,1,1,2,4,At Risk,0,Lost Customers,-1.0601677109386387,1.666045621794192,0,Cluster 0,0.7333528,High
12460.0,456,1,326.65,170,18,2010-09-09 13:51:00,2010-09-09 13:51:00,326.65,0,1,1,1,2,4,At Risk,0,Lost Customers,-0.8180867537579689,1.0045888724642462,0,Cluster 0,0.7716948,High
12461.0,94,2,826.88,287,35,2011-07-08 10:23:00,2011-09-06 16:57:00,413.44,60,1,3,2,3,8,Potential,1,Regular Buyers,-0.13956768040242587,-0.5710915568504971,0,Cluster 0,0.60891825,High
12462.0,19,2,1189.59,536,51,2011-02-09 14:44:00,2011-11-21 09:11:00,594.79,284,0,5,2,3,10,Recent,1,Regular Buyers,0.0021877175211676312,-0.893095111833432,0,Cluster 0,0.6970014,High
12463.0,53,4,1344.78,776,65,2011-04-12 12:47:00,2011-10-17 13:44:00,336.2,188,0,4,3,4,11,Loyal,1,Regular Buyers,0.058018328177604,-0.717779320596202,0,Cluster 0,0.5927866,Medium
12464.0,10,8,1212.05,112,6,2011-02-03 13:30:00,2011-11-29 13:33:00,151.51,299,0,5,4,3,12,Champions,1,Regular Buyers,0.3338025178457546,-0.8688298115887018,0,Cluster 0,0.6788899,High
12465.0,17,2,742.1899999999999,479,46,2011-06-23 13:37:00,2011-11-22 16:34:00,371.1,152,0,5,2,3,10,Recent,1,Regular Buyers,-0.01533670231397638,-0.9133973080923636,0,Cluster 0,0.6727456,High
12466.0,682,1,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,56.73,0,1,1,1,1,3,At Risk,0,Lost Customers,-1.2068800731574316,1.9959888016850702,0,Cluster 0,0.93524677,High
12467.0,423,1,132.8,129,9,2010-10-12 15:41:00,2010-10-12 15:41:00,132.8,0,1,1,1,1,3,At Risk,0,Lost Customers,-0.772188657910165,0.8538480594567261,0,Cluster 0,0.8092195,High
12468.0,188,5,3670.74,2201,127,2010-01-26 10:09:00,2011-06-05 11:36:00,734.15,495,1,3,4,5,12,Loyal,1,Regular Buyers,-0.0056973060913246155,-0.05124664373499402,0,Cluster 0,0.41974184,Medium
